Plate	Row	Column	Cell	ID	FAM1	VIC1	ratio.1	Plate.1	Row.1	Column.1	FAM2	VIC2	ratio.2	Ratio	stdev	plt.norm	mean.ratio
4	G	3	IFNG	419	18.71416716	24.12336941	42.4944419	4	G	9	18.78360378	24.04236075	38.28631684	40.39037944	2.975593859	1.295537377	40.33553845
4	G	4	IFNG	431	18.71509105	23.63077055	30.18331795	4	G	10	18.92046425	23.85564975	30.59418366	30.3887508	0.290525943	0.974731187	30.38805642
4	G	5	IFNG	8	19.03330813	24.29620021	38.39621192	4	G	11	19.08179373	24.37602615	39.23943648	38.8178242	0.596249807	1.245097046	38.81553453
4	G	6	IFNG	57	20.46339786	25.52413885	33.37604239	4	G	12	20.51089547	25.80270405	39.17356648	36.2748045	4.099468508	1.163528685	36.15879725
4	H	1	IFNG	206	20.38497617	24.71613833	20.12842187	4	H	7	20.5318011	25.40983361	29.4058749	24.76714835	6.560149996	0.794416068	24.32886877
4	H	2	IFNG	214	20.07239239	24.99751176	30.38146156	4	H	8	20.44375411	25.45348831	32.21664156	31.29905155	1.297668241	1.003929443	31.28559821
4	H	3	IFNG	424	19.19925705	24.16563893	31.2629471	4	H	9	19.24178626	24.45974475	37.21877039	34.24085875	4.211403023	1.098289071	34.11111918
4	H	5	IFNG	9	20.01740834	24.99636407	31.53661105	4	H	11	19.81556856	25.05333595	37.73332665	34.63496883	4.381739651	1.110930308	34.49610478
4	H	6	IFNG	58	21.01987973	25.77671673	27.03650946	4	H	12	20.82024494	26.10954242	39.10544168	33.07097558	8.534023809	1.060764607	32.51576001
5	A	2	IFNG	63	23.6427589	28.29385636	25.12579709	5	A	8	23.35598992	27.7512814	21.04333522	23.08456611	2.886736409	1.020102407	22.99414214
5	A	3	IFNG	71	21.14508395	26.23808673	34.13081075	5	A	9	21.1247716	26.25207985	34.95212464	34.5414677	0.580756625	1.52638062	34.53902649
5	A	4	IFNG	92	20.30212575	24.97748727	25.55195054	5	A	10	20.14064923	24.74314926	24.2935265	24.92273856	0.889840229	1.101330884	24.9147946
5	A	5	IFNG	100	19.52347262	24.23518183	26.20389214	5	A	11	19.85215732	24.25557889	21.16225657	23.68307437	3.564974722	1.046550368	23.54853476
5	B	2	IFNG	64	22.5789054	26.97016223	20.98456759	5	B	8	22.16066318	26.39536882	18.82666614	19.90561684	1.525866711	0.879625268	19.87635398
5	B	4	IFNG	93	20.07799896	24.23960155	17.89646311	5	B	10	19.84328403	24.4520227	24.39880649	21.14763479	4.597851112	0.934509795	20.89622788
5	B	5	IFNG	101	20.54756655	24.50398381	15.52387977	5	B	11	20.45797935	25.02149966	23.64593538	19.58490761	5.743160558	0.86545319	19.15924473
5	B	6	IFNG	109	20.6661877	25.08336764	21.36503744	5	B	12	20.65670974	25.14327041	22.41761153	21.89132454	0.744282202	0.967373298	21.88499736
5	C	1	IFNG	199	21.82405365	26.177699	20.44456342	5	C	7	21.38799692	25.83561207	21.82054385	21.13255365	0.972965078	0.933843363	21.12135155
5	C	2	IFNG	65	22.03515172	26.38549343	20.39780079	5	C	8	21.18995661	25.64185983	21.88549672	21.14164872	1.051959921	0.934245272	21.1285589
5	C	3	IFNG	73	21.61922716	26.2417002	24.63219076	5	C	9	22.37193608	27.06518549	25.87073997	25.25146533	0.875786596	1.115857254	25.24387054
5	C	4	IFNG	94	20.0128035	24.05454962	16.4697428	5	C	10	19.87060472	24.21485388	20.3118419	18.39079237	2.716774292	0.812685474	18.29018345
5	C	5	IFNG	102	20.6966781	24.42456941	13.24973233	5	C	11	20.54455107	24.3515628	13.99667	13.62320118	0.528164682	0.602006563	13.61808105
5	D	1	IFNG	200	20.96850685	25.20688772	18.87468772	5	D	7	21.09965037	25.07228393	15.69935699	17.28702235	2.245297879	0.763910096	17.21396118
5	D	2	IFNG	66	20.89673206	25.84132825	30.79440163	5	D	8	20.93885192	25.89184398	30.97413428	30.88426786	0.127090309	1.364769683	30.88413726
5	D	3	IFNG	74	20.79451721	25.64253453	28.80040751	5	D	9	21.04340973	26.15086861	34.4745278	31.63746768	4.012208907	1.398053434	31.51000548
5	D	4	IFNG	95	19.57693126	24.26454584	25.7698919	5	D	10	19.40139706	24.59391878	36.56830145	31.1690967	7.63562859	1.377356213	30.69790189
5	D	5	IFNG	103	21.28493927	25.2293414	15.39512984	5	D	11	21.46883825	25.70987794	18.90950504	17.15231747	2.485038495	0.757957514	17.06207151
5	D	6	IFNG	111	20.18318044	24.24613053	16.71359399	5	D	12	20.03975027	24.85746946	28.2018753	22.45773464	8.123441627	0.992402848	21.71070456
5	E	1	IFNG	59	22.52413896	26.78565275	19.17977366	5	E	7	22.14555895	26.43439006	19.54640123	19.36308743	0.259244861	0.855651001	19.36221972
5	E	2	IFNG	67	20.99271148	25.93767461	30.80223498	5	E	8	21.11360639	25.76919584	25.20415099	28.00319296	3.958443117	1.237455554	27.86295354
5	E	3	IFNG	80	21.00360321	25.47321628	22.15580852	5	E	9	21.20310152	25.80787401	24.33182278	23.24381571	1.538674362	1.027139615	23.21833767
5	E	4	IFNG	96	19.54702183	23.81936723	19.3243154	5	E	10	19.7984785	24.68499243	29.57925748	24.45178649	7.251339022	1.080519605	23.9081346
5	E	5	IFNG	104	20.00787701	24.53432434	23.04604577	5	E	11	20.16432486	24.9272036	27.14997093	25.09800839	2.901913248	1.109076023	25.01398547
5	E	6	IFNG	112	19.21558874	23.95799337	26.76739115	5	E	12	19.3831365	24.45435199	33.61924665	30.19331887	4.844993527	1.334236784	29.99832536
5	F	1	IFNG	60	21.67450876	25.53610671	14.5363983	5	F	7	21.16557984	24.8914758	13.23141971	13.883909	0.922759212	0.613527191	13.86856829
5	F	2	IFNG	68	21.13382792	25.20850313	16.84998276	5	F	8	21.12533631	25.41682122	19.58238946	18.21618614	1.932103261	0.80496966	18.16488164
5	F	3	IFNG	82	21.34665	25.83648384	22.46853009	5	F	9	21.41744185	25.9861448	23.73103233	23.09978123	0.892723867	1.02077476	23.0911544
5	F	4	IFNG	97	20.31468698	24.33223389	16.1957897	5	F	10	20.3169119	25.15481811	28.59926586	22.3975278	8.77058207	0.98974232	21.52179583
5	F	5	IFNG	105	20.22311696	24.70262127	22.30823255	5	F	11	20.47649581	25.17269902	25.92376236	24.11599744	2.556565674	1.065681153	24.04814586
5	F	6	IFNG	113	19.37118997	23.99112683	24.58892673	5	F	12	19.35996162	23.99308388	24.81468547	24.70180609	0.159635554	1.091567921	24.70154816
5	G	1	IFNG	61	22.30937798	26.16589584	14.48530202	5	G	7	21.53640597	25.6070533	16.80300464	15.6441533	1.638863281	0.691312037	15.60117295
5	G	2	IFNG	69	21.63354198	26.06014027	21.50497114	5	G	8	21.56310454	26.24755564	25.71344658	23.60920888	2.975841503	1.043286267	23.51524886
5	G	3	IFNG	84	20.98770357	25.79458145	27.99074304	5	G	9	21.10404025	25.99656602	29.7027742	28.84675862	1.210588841	1.274732553	28.83405479
5	G	4	IFNG	98	19.81997481	23.98945572	17.99446008	5	G	10	19.57133844	23.37741793	13.98762863	15.99104435	2.833257677	0.706641084	15.86505041
5	G	5	IFNG	106	20.21537057	23.96151641	13.41844733	5	G	11	20.45009352	24.42723846	15.74852634	14.58348684	1.647614662	0.644441397	14.5368763
5	G	6	IFNG	115	20.37029875	24.61128655	18.90882485	5	G	12	20.32136866	25.00457023	25.69118569	22.30000528	4.795853333	0.985432819	22.04064724
5	H	1	IFNG	62	21.47838836	25.88869846	21.26354303	5	H	7	21.33069192	25.7013155	20.68658487	20.97506391	0.407970977	0.926883922	20.97308002
5	H	2	IFNG	70	21.39847492	26.22620387	28.3982269	5	H	8	21.29827849	26.08234909	27.55172226	27.97497458	0.598569164	1.236208589	27.97177257
5	H	3	IFNG	91	21.14436107	25.56846096	21.46776194	5	H	9	21.48568244	26.34896861	29.10683706	25.28729948	5.40164185	1.117440759	24.99717282
5	H	4	IFNG	99	19.55579334	24.24599703	25.81618095	5	H	10	19.4256844	24.59719063	36.03947837	30.9278296	7.228963015	1.366694668	30.50248676
5	H	5	IFNG	107	20.20476531	24.0477289	14.3498484	5	H	11	20.04201083	24.00986835	15.64747014	14.99865929	0.917557094	0.662787785	14.9846196
5	H	6	IFNG	116	19.61537672	24.18735072	23.7848991	5	H	12	19.53036895	22.66358384	8.773879481	16.27938931	10.6143938	0.719382991	14.4459627
6	A	2	IFNG	123	21.40979959	25.60766316	18.35197683	6	A	8	21.49804891	25.52761068	16.33123247	17.34160461	1.428881985	0.594756428	17.31214605
6	A	3	IFNG	131	21.13708058	25.35090452	18.55612983	6	A	9	21.25498272	25.4419379	18.21373864	18.38493426	0.24210716	0.630538988	18.38413714
6	A	4	IFNG	293	19.43928479	24.68045026	37.82230729	6	A	10	19.20213043	24.23209743	32.67164081	35.24697403	3.642071164	1.208848018	35.15276424
6	A	5	IFNG	306	19.07793197	23.88606402	28.01508666	6	A	11	18.91764664	23.36991456	21.89102981	24.95305817	4.330362028	0.855802682	24.76447249
6	A	6	IFNG	324	19.78824554	24.76414509	31.46987515	6	A	12	19.22216055	24.71041327	44.88783845	38.17885681	9.487932825	1.30940135	37.58476648
6	B	2	IFNG	124	21.30637767	25.5740866	19.26231145	6	B	8	21.31428564	25.46816913	17.8009644	18.53163797	1.03332847	0.635570412	18.51722761
6	B	3	IFNG	132	20.42386314	24.59637025	18.03224491	6	B	9	20.53468327	24.47013735	15.29993991	16.6660924	1.932031374	0.57158872	16.61000491
6	B	4	IFNG	294	19.2843579	24.28265557	31.96226338	6	B	10	19.35194704	24.35853139	32.1463793	32.05432134	0.130189618	1.099351189	32.05418916
6	B	5	IFNG	308	19.52839532	24.29835791	27.28360905	6	B	11	19.4950035	24.69812687	36.83801377	32.06081141	6.755984361	1.099573776	31.70290152
6	B	6	IFNG	325	19.09938023	24.12538625	32.58206235	6	B	12	19.17096647	24.36362409	36.57174631	34.57690423	2.821132716	1.185866966	34.51931235
6	C	1	IFNG	117	20.06504833	24.58050385	22.87112648	6	C	7	20.00984062	24.38120102	20.69715253	21.7841395	1.537231706	0.747119847	21.75700337
6	C	2	IFNG	125	20.63958293	25.10211428	22.04731936	6	C	8	20.56657746	25.01833191	21.88323989	21.96527961	0.116021689	0.75333232	21.96512645
6	C	3	IFNG	134	19.69055109	24.43019905	26.71629344	6	C	9	19.65932366	24.8319776	36.06816043	31.3922269	6.61276862	1.076643664	31.04202891
6	C	4	IFNG	295	19.685944	24.39095357	26.08248765	6	C	10	19.57262966	24.39303131	28.25436102	27.16842436	1.535746346	0.931781999	27.14671285
6	C	5	IFNG	309	20.51736977	25.11043675	24.13520173	6	C	11	20.30419677	25.06623471	27.13415238	25.63467704	2.120578369	0.879179827	25.59078433
6	C	6	IFNG	326	19.80271926	26.15719292	81.82521937	6	C	12	20.09848026	26.22095266	69.67032562	75.74777245	8.594807728	2.597883849	75.50357391
6	D	1	IFNG	118	20.16912111	24.2463946	16.88035676	6	D	7	20.62794355	24.71488319	16.99383601	16.93709639	0.080241942	0.580883209	16.93700133
6	D	2	IFNG	126	20.03090569	24.33400615	19.74068928	6	D	8	20.05861682	24.68844795	24.75814172	22.24941548	3.547874673	0.763077187	22.10752775
6	D	3	IFNG	135	19.51463186	24.06246264	23.39017548	6	D	9	19.67253909	24.39244493	26.35319254	24.87168396	2.095169526	0.853011831	24.82752096
6	D	4	IFNG	296	19.170426	24.01894097	28.81034377	6	D	10	19.25964491	24.16638801	29.99693311	29.40363838	0.839045464	1.008442028	29.39765218
6	D	5	IFNG	310	18.88231399	23.70185813	28.23757202	6	D	11	19.02755537	23.78971579	27.13645603	27.68701408	0.778606659	0.949567814	27.68153959
6	E	1	IFNG	119	20.85231225	24.91620752	16.72454747	6	E	7	20.57806278	25.20187071	24.65499283	20.68977015	5.607671691	0.709586803	20.30624531
6	E	2	IFNG	127	21.04296772	25.24005865	18.342151	6	E	8	21.32501027	25.55297511	18.73890622	18.5405286	0.280548309	0.63587533	18.53946729
6	E	3	IFNG	136	20.41731548	25.06739318	25.10804335	6	E	9	20.26673698	25.20438743	30.64650063	27.87727196	3.916280745	0.956092995	27.73938841
6	E	4	IFNG	297	19.00560119	23.86573741	29.04335513	6	E	10	19.11928689	24.12642107	32.15863315	30.60099406	2.202834319	1.049507143	30.56132525
6	E	5	IFNG	311	18.79473672	23.65149713	28.97547507	6	E	11	18.97048416	23.96802108	31.94541378	30.46044441	2.100063827	1.044686781	30.42422619
6	E	6	IFNG	328	18.48275794	23.52623393	32.97900552	6	E	12	19.03998407	24.21032849	36.01046746	34.4947365	2.143567282	1.1830489	34.46141905
6	F	1	IFNG	120	20.81818369	25.30754482	22.46116931	6	F	7	20.62397888	25.21941514	24.17487058	23.31802	1.211769715	0.799726587	23.30227158
6	F	2	IFNG	128	20.29630186	24.49429844	18.35366888	6	F	8	20.40727529	24.93404923	23.05126374	20.70246629	3.321701212	0.710022236	20.5687934
6	F	3	IFNG	289	18.75532853	23.70407051	30.883021	6	F	9	19.03379655	24.47729284	43.516671	37.19984603	8.933339549	1.275824702	36.65959989
6	F	4	IFNG	298	19.41120158	23.95021779	23.247702	6	F	10	19.46681865	24.502568	32.80285194	28.02527698	6.756511296	0.961169049	27.61504896
6	F	5	IFNG	312	19.50873081	24.26964173	27.11296376	6	F	11	19.74403216	24.62569631	29.47999025	28.296477	1.673740484	0.970470262	28.27171575
6	F	6	IFNG	329	18.28138248	23.66994211	41.8907448	6	F	12	18.59094655	24.22345604	49.608296	45.74952038	5.457132808	1.56904865	45.58649424
6	G	1	IFNG	121	20.42176968	24.85127815	21.54839438	6	G	7	20.36377141	24.82691404	22.05666288	21.8025286	0.359400148	0.747750529	21.80104749
6	G	2	IFNG	129	20.1732517	24.85126492	25.59895868	6	G	8	20.34141899	25.22234118	29.46483311	27.53189593	2.733585974	0.944247804	27.46395903
6	G	3	IFNG	291	19.47011283	24.58463689	34.64377071	6	G	9	19.41588976	24.67719311	38.35395242	36.49886157	2.623494646	1.251783385	36.45168764
6	G	4	IFNG	299	19.6168678	24.37754225	27.10852008	6	G	10	19.88562986	24.71199167	28.37132852	27.73992427	0.892940451	0.951382449	27.73273756
6	G	5	IFNG	313	18.99794899	23.51447689	22.8881333	6	G	11	19.28539488	24.60106211	39.82678798	31.35746059	11.97743766	1.075451301	30.19206576
6	G	6	IFNG	330	19.14557399	23.65236733	22.73421588	6	G	12	19.51111189	24.57848539	33.52983557	28.13202572	7.6336559	0.964830158	27.60931941
6	H	1	IFNG	122	20.08090397	24.73911209	25.24994115	6	H	7	20.1207659	24.87292619	26.9490086	26.09947489	1.201422091	0.895120769	26.08564507
6	H	2	IFNG	130	20.1735815	24.75325905	23.91224287	6	H	8	20.36870548	25.2526272	29.52615747	26.71920017	3.969637078	0.91637518	26.57135022
6	H	3	IFNG	292	19.1383008	23.80769409	25.44646399	6	H	9	19.14383692	24.43768098	39.22887523	32.33766958	9.745636485	1.109069043	31.59487548
6	H	4	IFNG	304	19.08873917	23.82077911	26.57577649	6	H	10	19.38356346	24.55838653	36.12243064	31.34910357	6.750503881	1.075164684	30.98357055
6	H	5	IFNG	323	21.65900555	27.05289122	42.04567992	6	H	11	22.57027625	27.79009558	37.26680731	39.65624364	3.379173258	1.360070554	39.58419205
6	H	6	IFNG	331	19.5254889	24.9292577	42.33470116	6	H	12	19.9481043	25.46559397	45.8067935	44.07074738	2.455139967	1.511472604	44.03654064
7	A	2	IFNG	423	19.82263076	24.75367246	30.5064352	7	A	8	20.76634843	26.09706034	40.24428195	35.37535861	6.885697418	1.09352999	35.0386869
7	A	3	IFNG	182	20.25438057	24.99395715	26.71497163	7	A	9	21.27516971	26.20930447	30.57190944	28.64344054	2.727266866	0.885431624	28.57844809
7	A	4	IFNG	302	19.26419482	24.40968303	35.39535672	7	A	10	20.17369076	25.7628849	48.14099788	41.76817731	9.012529279	1.291146049	41.27914474
7	A	5	IFNG	339	20.13563864	24.51545369	20.8188006	7	A	11	20.80505045	25.80571362	32.01471287	26.41675677	7.916705442	0.816599941	25.81681478
7	A	6	IFNG	384	19.66968789	24.4716399	27.89533574	7	A	12	20.67565418	25.8551622	36.23992386	32.0676298	5.900514852	0.991280831	31.79504433
7	B	2	IFNG	168	20.61513462	24.58982537	15.72175917	7	B	8	21.37073458	25.65656083	19.50573217	17.61374566	2.675672994	0.544479543	17.51183668
7	B	3	IFNG	187	19.82387317	24.35735811	23.15874132	7	B	9	21.35177831	26.15565867	27.93264652	25.54569393	3.375660723	0.789673477	25.43393271
7	B	4	IFNG	316	19.64561425	24.49919733	28.91173094	7	B	10	20.58427501	25.79267193	36.97291566	32.94232322	5.700118495	1.018319525	32.69481602
7	B	5	IFNG	340	19.1708941	24.22036137	33.11624679	7	B	11	20.26013595	25.84050861	47.84753375	40.48189023	10.41659296	1.251384092	39.80616456
7	B	6	IFNG	345	19.41617519	24.02808603	24.4525131	7	B	12	20.4480719	25.39252304	30.79130574	27.62190944	4.482203226	0.853853856	27.43947531
7	C	1	IFNG	333	19.64305511	24.32886248	25.73763113	7	C	7	20.22844724	25.33085725	34.354091	30.04586106	6.092757208	0.928783521	29.7353817
7	C	2	IFNG	422	20.07018616	24.80282	26.58671893	7	C	8	20.64579383	25.672199	32.59107811	29.58889847	4.245723161	0.914657805	29.43619935
7	C	3	IFNG	267	20.43380132	24.61518036	18.14347682	7	C	9	21.28413093	25.92288353	24.91171768	21.52759726	4.785868996	0.665465288	21.25994294
7	C	4	IFNG	317	19.6347391	24.52911032	29.7407932	7	C	10	20.39535198	25.78597024	41.95056265	35.84567793	8.633610764	1.108068592	35.32199049
7	C	5	IFNG	341	19.45869845	24.38663114	30.44076457	7	C	11	20.15020847	25.31053751	35.76134354	33.10105413	3.762217371	1.023226246	32.99397891
7	C	6	IFNG	346	19.27098227	24.11206221	28.66224958	7	C	12	20.34976462	25.6084767	38.2851254	33.47368749	6.804400754	1.034745161	33.12608974
7	D	1	IFNG	334	19.50254735	23.97406292	22.18504493	7	D	7	20.3318789	25.08749604	27.01365857	24.59935175	3.414345446	0.760419962	24.48058884
7	D	2	IFNG	332	19.71678447	24.41361415	25.93502185	7	D	8	20.64532695	25.55206909	29.99691308	27.96596745	2.872190866	0.864489444	27.89212428
7	D	3	IFNG	335	19.21405301	23.85043534	24.87082277	7	D	9	20.33779831	25.32829772	31.78996252	28.33039268	4.892570586	0.875754628	28.1183663
7	D	4	IFNG	318	19.48409961	23.85868844	20.7435201	7	D	10	20.40017163	25.20196013	27.8921743	24.31784716	5.054861911	0.751718038	24.05372901
7	D	5	IFNG	342	19.43251353	24.2785004	28.75990231	7	D	11	20.38031065	25.83178188	43.75788871	36.25889557	10.60517781	1.120842057	35.47495748
7	D	6	IFNG	347	19.12156916	23.60848861	22.4231872	7	D	12	20.0908066	25.10334957	32.27942509	27.35130612	6.969412694	0.845488913	26.90367237
7	E	1	IFNG	336	19.56147967	24.33087956	27.27296959	7	E	7	20.16564884	25.28814911	34.83583591	31.05440274	5.347754072	0.959959759	30.82331404
7	E	2	IFNG	169	20.42762398	24.7248398	19.66033256	7	E	8	21.39126686	26.03629839	25.02037542	22.34035402	3.790122608	0.690589384	22.17901938
7	E	3	IFNG	381	19.37674031	23.95859543	23.9483627	7	E	9	20.37396171	25.06313623	25.79777111	24.87306692	1.307729211	0.768881099	24.85587214
7	E	4	IFNG	319	18.99422517	24.36784485	41.45918008	7	E	10	20.29250661	26.13035582	57.19627172	49.32772588	11.12780424	1.52482829	48.69610393
7	E	5	IFNG	386	19.72888125	25.06998089	40.53509559	7	E	11	20.94146167	26.48296907	46.57575983	43.55542769	4.271394675	1.346393882	43.4505797
7	E	6	IFNG	349	18.50490628	24.02689547	45.94988004	7	E	12	20.02973822	25.56514904	46.37935391	46.16461697	0.303683895	1.42704965	46.16411758
7	F	1	IFNG	337	19.59762827	24.73978537	35.3137249	7	F	7	20.16339601	25.71145114	46.78762602	41.05067547	8.11327327	1.268966492	40.64782111
7	F	2	IFNG	171	20.34464189	24.71630235	20.70145779	7	F	8	21.45427702	26.22801918	27.35518039	24.02831913	4.70489232	0.742768091	23.79689287
7	F	4	IFNG	396	20.11553034	24.83442574	26.33474163	7	F	10	21.12943424	26.48004189	40.80312242	33.568932	10.23069019	1.037689378	32.78017213
7	F	6	IFNG	350	18.98792539	24.06522254	33.76126719	7	F	12	20.21928824	25.74656306	46.11853634	39.93990179	8.737908775	1.234630039	39.4590956
7	G	1	IFNG	307	19.2480504	24.01001939	27.13285565	7	G	7	20.05204669	25.34622974	39.23809379	33.18547475	8.559695937	1.025835872	32.62884512
7	G	2	IFNG	174	20.11178311	24.69616401	23.99032671	7	G	8	21.23931159	25.80514392	23.68386017	23.83709344	0.216704568	0.736856885	23.83660087
7	G	5	IFNG	385	18.58545841	23.69477962	34.51905848	7	G	11	20.06602234	25.25311258	36.43088759	35.47497306	1.351867295	1.096609291	35.46209158
7	G	6	IFNG	383	18.44360702	23.74326757	39.38735273	7	G	12	20.07378298	25.03864216	31.2299678	35.30866029	5.768142236	1.091468198	35.07229334
7	H	1	IFNG	421	19.00791196	24.36360521	40.94721	7	H	7	19.38537765	25.17396475	55.27622163	48.11171583	10.13214127	1.48723875	47.57527778
7	H	2	IFNG	181	20.26935182	24.48025278	18.51857214	7	H	8	21.24161294	25.75212072	22.79282415	20.65569815	3.022352567	0.638512973	20.54484256
7	H	3	IFNG	395	19.6502522	24.68995347	32.89283083	7	H	9	20.70127964	26.13005648	43.07493861	37.98388473	7.199837443	1.174165258	37.64115664
7	H	4	IFNG	392	19.01775387	23.95293747	30.59414338	7	H	10	20.26177279	25.70760013	43.58704015	37.09059172	9.18736548	1.14655161	36.51723103
7	H	5	IFNG	344	19.20937665	24.00412951	27.75648277	7	H	11	20.11613305	25.34364704	37.46610212	32.61129247	6.865737647	1.008086638	32.24790258
7	H	6	IFNG	351	19.26392409	24.35839838	34.16564102	7	H	12	20.14196504	25.5035919	41.1159669	37.6408039	4.914622651	1.163559877	37.48003967
8	A	2	IFNG	370	20.58421507	27.63103994	132.22259	8	A	8	21.31903916	28.17555629	115.8823572	124.0524736	11.55428939	3.591873945	123.7831388
8	A	3	IFNG	355	19.86718453	24.85112614	31.6457885	8	A	9	20.75771308	25.91921008	35.79030657	33.71804759	2.930616751	0.976288285	33.65430842
8	A	4	IFNG	338	19.12701991	23.76563058	24.90926712	8	A	10	20.23821417	25.12212413	29.5259171	27.21759216	3.264464437	0.788071026	27.11953083
8	A	5	IFNG	315	19.0714541	24.06215999	31.79451265	8	A	11	20.18565502	25.28887502	34.3733844	33.0839486	1.823537599	0.957928283	33.05881129
8	A	6	IFNG	359	19.56527101	23.90950676	20.31165302	8	A	12	20.43536752	25.0251145	24.07972457	22.19568886	2.664428855	0.642664465	22.11558294
8	B	2	IFNG	356	19.70034471	24.00540462	19.76751905	8	B	8	20.60065396	25.40858989	28.01127842	23.88939878	5.829218088	0.691704942	23.53111732
8	B	3	IFNG	378	18.89696656	23.68940806	27.71204936	8	B	9	20.14364747	25.05064176	30.00215632	28.8571029	1.619350084	0.835542195	28.83437597
8	B	4	IFNG	389	19.48548726	24.11113067	24.68638033	8	B	10	20.46424044	25.69665713	37.59363975	31.14001007	9.126810622	0.901642568	30.4639276
8	B	5	IFNG	375	18.57309812	23.84348527	38.59620646	8	B	11	19.58203627	25.2371935	50.393202	44.49470428	8.34173548	1.288320695	44.10200038
8	B	6	IFNG	360	18.91911662	23.93301185	32.30969507	8	B	12	20.144854	25.35878855	37.11510502	34.7124001	3.397937893	1.005079237	34.62914566
8	C	1	IFNG	376	19.90841946	24.30238051	21.02393842	8	C	7	20.53335299	25.48515094	30.94850772	25.98622308	7.017730239	0.752417384	25.50802862
8	C	2	IFNG	371	19.02056407	23.81794838	27.8071563	8	C	8	20.00585621	24.86197078	28.96250693	28.38483164	0.816956225	0.82186783	28.37895262
8	C	3	IFNG	358	18.30275885	23.62531942	40.01753978	8	C	9	19.28339012	24.84452849	47.21385462	43.6156972	5.088563021	1.262869509	43.46702554
8	C	4	IFNG	348	20.094617	24.76488138	25.46183304	8	C	10	20.73084924	25.87468723	35.35489317	30.40836311	6.995449901	0.880458116	30.00333955
8	C	5	IFNG	314	19.21191068	23.45369915	18.91932182	8	C	11	20.11975077	24.88974403	27.28418914	23.10175545	5.914854437	0.668899145	22.71999898
8	C	6	IFNG	290	19.22469094	23.82988054	24.33885847	8	C	12	20.21940342	25.48351814	38.42876536	31.38381187	9.96306877	0.90870172	30.58287561
8	D	1	IFNG	354	19.32279194	23.82348969	22.63836325	8	D	7	20.31469178	25.24458916	30.48224765	26.56030547	5.546463827	0.769039636	26.2691491
8	D	2	IFNG	363	19.0833109	23.7633264	25.63451149	8	D	8	20.17586282	25.20876668	32.73821736	29.1863644	5.023078621	0.845075788	28.96943575
8	D	3	IFNG	379	18.38189383	23.41373736	32.71416472	8	D	9	19.49871221	25.00912973	45.58279593	39.14848034	9.099496373	1.133523601	38.61609899
8	D	4	IFNG	390	19.32012984	24.06480125	26.80948145	8	D	10	20.28407564	25.46242995	36.21095464	31.510218	6.647845515	0.912361743	31.15761415
8	D	5	IFNG	374	18.6848565	23.73140359	33.04928351	8	D	11	19.5862964	24.98249411	42.11311543	37.5811995	6.409096977	1.088143811	37.30694707
8	D	6	IFNG	433	19.51737597	24.28621229	27.26231784	8	D	12	20.50846218	25.59003648	33.8615075	30.56191268	4.666331749	0.884904063	30.38327141
8	E	1	IFNG	361	19.51719524	24.17376137	25.22121951	8	E	7	20.45877501	25.63423126	36.13828789	30.67975368	7.719533103	0.888316087	30.19025819
8	E	2	IFNG	372	19.49235346	24.28973544	27.80711139	8	E	8	20.65908582	25.70789459	33.10113462	30.45412299	3.743439749	0.881783069	30.33886849
8	E	3	IFNG	380	19.10992072	24.01732952	30.01077769	8	E	9	20.1835333	25.26287302	33.80910012	31.90993897	2.685819467	0.923935453	31.85337334
8	E	4	IFNG	391	19.52964318	25.06372242	46.33656648	8	E	10	20.89626968	26.64153049	53.64087309	49.98871988	5.164924596	1.447397019	49.85512887
8	E	5	IFNG	305	18.07847162	23.15620095	33.77138238	8	E	11	19.02197086	24.45899032	43.32174541	38.54656389	6.753126469	1.116095427	38.24964346
8	E	6	IFNG	432	18.57466819	23.77313008	36.71917882	8	E	12	19.82442148	25.39851795	47.63983347	42.17950618	7.722068912	1.221285355	41.82458093
8	F	1	IFNG	365	19.36418728	24.19311936	28.42191937	8	F	7	20.13836337	25.38175504	37.88071539	33.15131737	6.688378825	0.95987891	32.81223304
8	F	2	IFNG	368	19.38556407	24.20508646	28.23714631	8	F	8	20.63194241	25.62525081	31.85191935	30.04453287	2.556030473	0.869923603	29.99012011
8	F	3	IFNG	369	24.08751852	27.67097978	11.98751953	8	F	9	25.28919181	29.20015857	15.04244063	13.51498008	2.160155433	0.39131912	13.42838602
8	F	4	IFNG	357	19.3957723	24.24792852	28.88315068	8	F	10	20.36153607	25.71261001	40.81631224	34.8497315	8.438019403	1.009055595	34.33516711
8	F	5	IFNG	300	18.8812763	23.63916637	27.05625149	8	F	11	20.06701037	25.54839702	44.67471596	35.86548375	12.45813566	1.038466166	34.76679952
8	F	6	IFNG	420	18.42805998	23.32919771	29.88061072	8	F	12	19.8866406	24.81911223	30.53668663	30.20864866	0.46391574	0.874675489	30.20686756
8	G	1	IFNG	366	19.02796065	23.8958977	29.20082147	8	G	7	20.27103754	25.45889733	36.45032555	32.82557358	5.1261734	0.95044717	32.62482866
8	G	2	IFNG	373	19.06894174	23.67595028	24.36956409	8	G	8	20.18390856	25.26057941	33.74661402	29.05808905	6.630575592	0.841361643	28.67734773
8	G	3	IFNG	382	19.077889	24.17472543	34.22162661	8	G	9	20.02006867	25.6701449	50.21603534	42.21883103	11.3097548	1.222423986	41.4544861
